Gene_ID	Gene_Name	Cross-validated R2	Number of Neigbors	Weights	P	Population
ENSG00000158517.9	NCF1	0.0199470903132301	29	distance	3	AFHI
ENSG00000167468.12	GPX4	0.0200282573005277	31	uniform	3	AFHI
ENSG00000128626.7	MRPS12	0.02005647106772	31	uniform	1	AFHI
ENSG00000172159.11	FRMD3	0.0200576461865787	19	distance	3	AFHI
ENSG00000115232.9	ITGA4	0.0200697664429454	31	distance	3	AFHI
ENSG00000163249.5	CCNYL1	0.0200769479254741	31	distance	3	AFHI
ENSG00000203667.5	COX20	0.02008048113389	31	distance	2	AFHI
ENSG00000139620.8	KANSL2	0.0200892496713447	31	distance	2	AFHI
ENSG00000127415.8	IDUA	0.0200996334784567	19	distance	2	AFHI
ENSG00000139278.5	GLIPR1	0.0201336622833104	27	uniform	2	AFHI
ENSG00000156374.10	PCGF6	0.0201482080303583	31	uniform	2	AFHI
ENSG00000116922.9	C1orf109	0.0201835703593637	31	uniform	3	AFHI
ENSG00000157601.9	MX1	0.0202223779597515	23	uniform	3	AFHI
ENSG00000135378.3	PRRG4	0.0203194532616157	29	uniform	1	AFHI
ENSG00000143819.8	EPHX1	0.0203382993851685	21	uniform	3	AFHI
ENSG00000154473.13	BUB3	0.0203408416995273	31	uniform	2	AFHI
ENSG00000114850.2	SSR3	0.0203882293322235	25	distance	1	AFHI
ENSG00000185420.14	SMYD3	0.0203970428052364	29	distance	1	AFHI
ENSG00000165609.8	NUDT5	0.0204009009330602	29	uniform	3	AFHI
ENSG00000183520.7	UTP11L	0.0204029864719681	21	distance	1	AFHI
ENSG00000214274.5	ANG	0.0204366259337637	31	uniform	2	AFHI
ENSG00000114054.9	PCCB	0.0204366963849436	27	uniform	1	AFHI
ENSG00000072756.12	TRNT1	0.0204451240799914	31	distance	3	AFHI
ENSG00000116984.8	MTR	0.0204870009344805	27	uniform	3	AFHI
ENSG00000164880.11	INTS1	0.0205284846414958	31	distance	1	AFHI
ENSG00000126821.7	SGPP1	0.020591324690226	31	uniform	1	AFHI
ENSG00000130560.4	UBAC1	0.0205940544393221	31	uniform	3	AFHI
ENSG00000143353.7	LYPLAL1	0.0206097601002251	29	distance	1	AFHI
ENSG00000023228.8	NDUFS1	0.0206144857720403	31	uniform	1	AFHI
ENSG00000169519.15	METTL15	0.0206145806922802	31	distance	1	AFHI
ENSG00000153786.8	ZDHHC7	0.0206334653556005	27	uniform	1	AFHI
ENSG00000169684.9	CHRNA5	0.0206764957650292	31	uniform	3	AFHI
ENSG00000090920.9	FCGBP	0.0206934370144686	19	uniform	2	AFHI
ENSG00000107736.15	CDH23	0.0207012263611096	25	distance	3	AFHI
ENSG00000140526.12	ABHD2	0.0207256294557054	25	distance	1	AFHI
ENSG00000146386.7	ABRACL	0.0207564848514788	31	distance	2	AFHI
ENSG00000117448.9	AKR1A1	0.0208646890749483	29	distance	3	AFHI
ENSG00000177383.3	MAGEF1	0.0209057358246057	19	uniform	3	AFHI
ENSG00000139174.6	PRICKLE1	0.0209131313740909	31	distance	3	AFHI
ENSG00000142046.10	TMEM91	0.0209229612831092	21	distance	1	AFHI
ENSG00000166002.2	SMCO4	0.0209926097928056	29	uniform	1	AFHI
ENSG00000108423.10	TUBD1	0.0210222486954478	31	distance	3	AFHI
ENSG00000065911.7	MTHFD2	0.0210457579859594	29	distance	2	AFHI
ENSG00000119865.4	CNRIP1	0.0210458365040864	25	distance	3	AFHI
ENSG00000090238.7	YPEL3	0.0211449290902964	31	distance	3	AFHI
ENSG00000196220.11	SRGAP3	0.0212287530208257	25	distance	3	AFHI
ENSG00000020633.14	RUNX3	0.0212481564321448	31	distance	2	AFHI
ENSG00000106723.12	SPIN1	0.0212574043439189	31	distance	3	AFHI
ENSG00000172795.11	DCP2	0.0212584358039931	29	distance	3	AFHI
ENSG00000147687.12	TATDN1	0.0212593332825861	29	uniform	1	AFHI
ENSG00000123737.8	EXOSC9	0.0212894570574065	31	distance	2	AFHI
ENSG00000122971.4	ACADS	0.0213264459648022	31	uniform	2	AFHI
ENSG00000185624.10	P4HB	0.0213451746405007	23	distance	1	AFHI
ENSG00000088035.11	ALG6	0.0213465917219684	31	uniform	1	AFHI
ENSG00000128872.5	TMOD2	0.0213771654470546	15	distance	2	AFHI
ENSG00000081177.14	EXD2	0.0213804593787575	31	distance	1	AFHI
ENSG00000196950.9	SLC39A10	0.0214149828937198	31	uniform	2	AFHI
ENSG00000164934.9	DCAF13	0.021439189972795	31	distance	1	AFHI
ENSG00000197321.10	SVIL	0.0214527336435258	31	uniform	3	AFHI
ENSG00000160741.12	CRTC2	0.0214668394727443	25	distance	1	AFHI
ENSG00000105875.9	WDR91	0.021478073398991	15	distance	1	AFHI
ENSG00000147316.8	MCPH1	0.0215051141459534	31	distance	2	AFHI
ENSG00000197780.5	TAF13	0.0215366354423241	15	distance	2	AFHI
ENSG00000107745.12	MICU1	0.0217165493350021	29	distance	3	AFHI
ENSG00000144120.8	TMEM177	0.0217316517007695	15	distance	3	AFHI
ENSG00000100983.5	GSS	0.0217674467554579	31	distance	2	AFHI
ENSG00000012048.15	BRCA1	0.0217926999405643	31	uniform	3	AFHI
ENSG00000155100.6	OTUD6B	0.0217956346531134	19	uniform	1	AFHI
ENSG00000130222.6	GADD45G	0.0218357478998686	31	distance	1	AFHI
ENSG00000004534.10	RBM6	0.0218691018547067	29	distance	3	AFHI
ENSG00000178927.12	C17orf62	0.0219721433649776	31	uniform	2	AFHI
ENSG00000254415.3	SIGLEC14	0.0220538412510364	31	distance	2	AFHI
ENSG00000101367.8	MAPRE1	0.02205599319772	29	uniform	2	AFHI
ENSG00000116005.7	PCYOX1	0.0220626683662738	21	distance	1	AFHI
ENSG00000140386.8	SCAPER	0.0221344281302003	31	distance	1	AFHI
ENSG00000140403.8	DNAJA4	0.0221399039253162	31	distance	1	AFHI
ENSG00000157538.9	DSCR3	0.0221699514898042	27	distance	2	AFHI
ENSG00000134070.4	IRAK2	0.0221833789583866	31	distance	1	AFHI
ENSG00000106105.9	GARS	0.022249659819447	25	uniform	1	AFHI
ENSG00000184838.10	PRR16	0.0222530003382559	29	uniform	3	AFHI
ENSG00000152443.8	ZNF776	0.0222574148856838	21	uniform	2	AFHI
ENSG00000144357.12	UBR3	0.0222905669337234	27	uniform	2	AFHI
ENSG00000146281.5	PM20D2	0.022313126373203	25	uniform	3	AFHI
ENSG00000166170.9	BAG5	0.0223514283236278	31	uniform	3	AFHI
ENSG00000163374.15	YY1AP1	0.0223927043007659	31	distance	1	AFHI
ENSG00000143149.8	ALDH9A1	0.0223981365763565	29	uniform	3	AFHI
ENSG00000176018.8	LYSMD3	0.0224372749906672	31	uniform	1	AFHI
ENSG00000165025.10	SYK	0.0224815996316159	29	distance	2	AFHI
ENSG00000162521.14	RBBP4	0.0224962619432537	19	distance	1	AFHI
ENSG00000165655.14	ZNF503	0.022516332389995	27	distance	1	AFHI
ENSG00000164305.13	CASP3	0.0225461270365348	31	uniform	1	AFHI
ENSG00000074755.10	ZZEF1	0.0225504878833682	29	distance	2	AFHI
ENSG00000066583.7	ISOC1	0.0225699619518101	27	distance	3	AFHI
ENSG00000104894.7	CD37	0.0225790782139965	27	distance	1	AFHI
ENSG00000135046.9	ANXA1	0.0225986047628461	31	uniform	2	AFHI
ENSG00000175782.8	SLC35E3	0.0226097003515047	27	distance	3	AFHI
ENSG00000174227.11	PIGG	0.022620684311967	31	distance	3	AFHI
ENSG00000100029.12	PES1	0.0226311920833709	23	distance	3	AFHI
ENSG00000205808.4	PPAPDC2	0.022672624294827	31	distance	3	AFHI
ENSG00000134769.17	DTNA	0.022692886025297	27	distance	3	AFHI
ENSG00000196502.7	SULT1A1	0.0227182175126776	27	uniform	1	AFHI
ENSG00000180011.6	ZADH2	0.0227347184587253	27	distance	2	AFHI
ENSG00000159479.12	MED8	0.022742988114171	29	distance	3	AFHI
ENSG00000171522.5	PTGER4	0.0227443984392244	31	uniform	2	AFHI
ENSG00000155438.7	MKI67IP	0.0227960583782407	29	uniform	1	AFHI
ENSG00000091640.3	SPAG7	0.0228025201647719	27	distance	3	AFHI
ENSG00000078399.11	HOXA9	0.0228070408107516	29	distance	1	AFHI
ENSG00000159692.11	CTBP1	0.0228174024435544	29	distance	2	AFHI
ENSG00000196118.7	C16orf93	0.0228182995725801	29	uniform	2	AFHI
ENSG00000165997.4	ARL5B	0.0228231708145657	31	distance	3	AFHI
ENSG00000089737.11	DDX24	0.0228280230408191	29	distance	3	AFHI
ENSG00000105371.8	ICAM4	0.0228325578500234	19	distance	3	AFHI
ENSG00000143157.7	POGK	0.022845092379554	23	distance	1	AFHI
ENSG00000101166.11	SLMO2	0.0228723845098753	31	distance	3	AFHI
ENSG00000033030.9	ZCCHC8	0.0228918998357031	29	distance	1	AFHI
ENSG00000164414.12	SLC35A1	0.0229193500871225	31	uniform	2	AFHI
ENSG00000129317.10	PUS7L	0.0229526558200219	29	uniform	2	AFHI
ENSG00000125898.7	FAM110A	0.022970927049717	27	uniform	3	AFHI
ENSG00000137871.15	ZNF280D	0.0229766356655407	31	distance	1	AFHI
ENSG00000131203.8	IDO1	0.0230101563034678	31	distance	1	AFHI
ENSG00000110628.9	SLC22A18	0.0230184172754548	27	uniform	2	AFHI
ENSG00000105404.6	RABAC1	0.0231011512043962	31	distance	1	AFHI
ENSG00000085514.10	PILRA	0.0231955521798767	31	distance	1	AFHI
ENSG00000112651.7	MRPL2	0.0231987048036066	25	distance	3	AFHI
ENSG00000152492.9	CCDC50	0.0232157522917663	23	uniform	1	AFHI
ENSG00000170425.3	ADORA2B	0.0232346958473206	27	uniform	2	AFHI
ENSG00000139697.7	SBNO1	0.0232767798913176	29	distance	1	AFHI
ENSG00000100360.10	IFT27	0.0232837802671479	31	distance	2	AFHI
ENSG00000139190.12	VAMP1	0.0233058439892348	31	distance	2	AFHI
ENSG00000049239.8	H6PD	0.0233086446431605	21	uniform	2	AFHI
ENSG00000115760.9	BIRC6	0.0233375076857468	23	distance	3	AFHI
ENSG00000248098.5	BCKDHA	0.0233608603286059	29	uniform	3	AFHI
ENSG00000204287.9	HLA-DRA	0.023382356415002	25	uniform	1	AFHI
ENSG00000153391.11	INO80C	0.0233981116362227	23	uniform	1	AFHI
ENSG00000167700.4	MFSD3	0.0234457578776509	29	uniform	2	AFHI
ENSG00000101017.9	CD40	0.0234633781894297	31	uniform	2	AFHI
ENSG00000172716.12	SLFN11	0.023492029576567	27	distance	3	AFHI
ENSG00000188997.3	KCTD21	0.0235132998822834	31	distance	3	AFHI
ENSG00000071054.11	MAP4K4	0.0235838638579573	31	uniform	1	AFHI
ENSG00000175445.10	LPL	0.0235878230714095	31	distance	3	AFHI
ENSG00000198346.6	ZNF813	0.0236795929370282	15	distance	2	AFHI
ENSG00000137393.8	RNF144B	0.023684940772041	31	distance	3	AFHI
ENSG00000160593.13	AMICA1	0.0237087942057356	31	distance	3	AFHI
ENSG00000181061.9	HIGD1A	0.0237186794218238	31	distance	3	AFHI
ENSG00000113300.7	CNOT6	0.023732266578612	31	uniform	3	AFHI
ENSG00000178726.6	THBD	0.0237508399226306	29	distance	3	AFHI
ENSG00000116991.6	SIPA1L2	0.0237548149599361	23	distance	3	AFHI
ENSG00000178700.3	DHFRL1	0.023797516722711	29	uniform	2	AFHI
ENSG00000012822.11	CALCOCO1	0.0238331850894846	29	distance	1	AFHI
ENSG00000168036.12	CTNNB1	0.0238942911669121	31	uniform	2	AFHI
ENSG00000179144.4	GIMAP7	0.0239057064527469	21	distance	3	AFHI
ENSG00000204439.3	C6orf47	0.0239161919242663	31	distance	2	AFHI
ENSG00000130254.7	SAFB2	0.0239174525989889	19	distance	1	AFHI
ENSG00000137331.11	IER3	0.0239339955496273	31	uniform	1	AFHI
ENSG00000176390.10	CRLF3	0.0239900710156539	31	uniform	1	AFHI
ENSG00000149313.6	AASDHPPT	0.0239916201744458	23	distance	3	AFHI
ENSG00000105953.10	OGDH	0.0239969774885297	29	uniform	2	AFHI
ENSG00000258227.2	CLEC5A	0.0240218705200613	31	uniform	1	AFHI
ENSG00000006114.11	SYNRG	0.0241369283222378	27	uniform	3	AFHI
ENSG00000129187.10	DCTD	0.024272972683569	23	distance	2	AFHI
ENSG00000173166.13	RAPH1	0.0243131567231286	19	distance	2	AFHI
ENSG00000198874.8	TYW1	0.0243546408156279	31	uniform	2	AFHI
ENSG00000138190.12	EXOC6	0.0243601870695997	25	distance	1	AFHI
ENSG00000105171.5	POP4	0.0244188818565853	31	uniform	3	AFHI
ENSG00000132664.7	POLR3F	0.0244222283941302	25	distance	3	AFHI
ENSG00000106665.11	CLIP2	0.0244300231690549	25	distance	2	AFHI
ENSG00000164073.5	MFSD8	0.0244542698870437	27	distance	2	AFHI
ENSG00000042445.9	RETSAT	0.0245090209496373	23	distance	3	AFHI
ENSG00000154237.8	LRRK1	0.0245153965534268	31	uniform	3	AFHI
ENSG00000100883.7	SRP54	0.0245309542279976	25	distance	3	AFHI
ENSG00000196812.4	ZSCAN16	0.0245475450649069	31	uniform	1	AFHI
ENSG00000162927.9	PUS10	0.0245627414748943	21	uniform	1	AFHI
ENSG00000111912.14	NCOA7	0.0245800846829115	29	distance	2	AFHI
ENSG00000083845.4	RPS5	0.0245823034661541	15	uniform	1	AFHI
ENSG00000071073.7	MGAT4A	0.024629517861455	27	distance	3	AFHI
ENSG00000204084.8	INPP5B	0.0246714621624167	31	uniform	2	AFHI
ENSG00000175662.13	TOM1L2	0.0246780693513908	31	uniform	2	AFHI
ENSG00000146109.3	ABT1	0.0246897229661558	15	distance	3	AFHI
ENSG00000129493.10	HEATR5A	0.0246983105980236	31	distance	3	AFHI
ENSG00000111229.11	ARPC3	0.0246995428650471	21	distance	3	AFHI
ENSG00000114388.8	NPRL2	0.0247024903130524	25	uniform	3	AFHI
ENSG00000204852.11	TCTN1	0.0247325592681025	21	distance	3	AFHI
ENSG00000204356.7	NELFE	0.0247498886726756	13	uniform	3	AFHI
ENSG00000006534.11	ALDH3B1	0.024770295202849	31	distance	3	AFHI
ENSG00000122223.8	CD244	0.0247909438440823	13	distance	3	AFHI
ENSG00000145214.9	DGKQ	0.02485288535969	27	distance	3	AFHI
ENSG00000109943.4	CRTAM	0.024859710506387	23	distance	3	AFHI
ENSG00000158828.5	PINK1	0.0248916045087686	23	uniform	3	AFHI
ENSG00000135912.6	TTLL4	0.0249074202821773	13	distance	1	AFHI
ENSG00000198818.5	SFT2D1	0.0249079398646311	31	distance	2	AFHI
ENSG00000167720.8	SRR	0.0249331903125473	31	distance	3	AFHI
ENSG00000064201.11	TSPAN32	0.0249709865666811	31	distance	2	AFHI
ENSG00000180776.11	ZDHHC20	0.0249886483944861	31	distance	1	AFHI
ENSG00000077147.10	TM9SF3	0.025050076746511	31	uniform	1	AFHI
ENSG00000244274.3	DBNDD2	0.0250567343428756	27	distance	2	AFHI
ENSG00000178202.8	KDELC2	0.0250658656279673	21	distance	2	AFHI
ENSG00000111640.10	GAPDH	0.0250902885540267	31	distance	3	AFHI
ENSG00000114812.8	VIPR1	0.0251071569433007	29	distance	3	AFHI
ENSG00000054282.11	SDCCAG8	0.0251163625777312	17	uniform	3	AFHI
ENSG00000168807.12	SNTB2	0.0251393558953013	29	distance	2	AFHI
ENSG00000180902.12	D2HGDH	0.0251481668664663	23	uniform	3	AFHI
ENSG00000213366.8	GSTM2	0.025230613171847	17	distance	1	AFHI
ENSG00000137218.6	FRS3	0.0252753171016235	29	distance	2	AFHI
ENSG00000106399.7	RPA3	0.0253282222983281	15	distance	3	AFHI
ENSG00000020922.8	MRE11A	0.0253485715305584	29	uniform	3	AFHI
ENSG00000269858.1	EGLN2	0.0253574148485662	21	uniform	1	AFHI
ENSG00000039319.12	ZFYVE16	0.0253576748519043	31	distance	2	AFHI
ENSG00000167977.4	KCTD5	0.025362680926526	31	distance	1	AFHI
ENSG00000060138.8	YBX3	0.0253705900547672	29	distance	1	AFHI
ENSG00000130584.6	ZBTB46	0.0253735280513876	29	uniform	1	AFHI
ENSG00000156599.6	ZDHHC5	0.0253848909398029	27	uniform	1	AFHI
ENSG00000115137.7	DNAJC27	0.0253996420524101	31	uniform	3	AFHI
ENSG00000135698.5	MPHOSPH6	0.0254084305444904	19	distance	1	AFHI
ENSG00000113643.4	RARS	0.0254337791954236	27	distance	2	AFHI
ENSG00000124731.8	TREM1	0.0254498024804794	21	distance	1	AFHI
ENSG00000171617.9	ENC1	0.0254645323274633	31	distance	1	AFHI
ENSG00000164023.10	SGMS2	0.025484337835898	31	distance	3	AFHI
ENSG00000158477.6	CD1A	0.0255111752700439	29	uniform	1	AFHI
ENSG00000128383.8	APOBEC3A	0.0255740611379717	31	uniform	2	AFHI
ENSG00000170631.10	ZNF16	0.0256034518347581	31	uniform	1	AFHI
ENSG00000116205.6	TCEANC2	0.0256735219892654	29	distance	2	AFHI
ENSG00000073150.9	PANX2	0.0257353733527782	23	distance	1	AFHI
ENSG00000114473.9	IQCG	0.0257920479670654	23	distance	1	AFHI
ENSG00000203880.6	PCMTD2	0.025793868762416	25	distance	1	AFHI
ENSG00000051382.4	PIK3CB	0.0257958773492142	21	uniform	1	AFHI
ENSG00000204308.6	RNF5	0.0257975656514106	29	distance	1	AFHI
ENSG00000181467.2	RAP2B	0.0258208922216018	13	uniform	2	AFHI
ENSG00000110063.4	DCPS	0.0258412067614879	19	distance	2	AFHI
ENSG00000103490.13	PYCARD	0.0258501071471646	13	uniform	3	AFHI
ENSG00000160932.6	LY6E	0.0258693405536751	21	distance	3	AFHI
ENSG00000134109.6	EDEM1	0.0258781546441578	15	uniform	1	AFHI
ENSG00000108846.11	ABCC3	0.0259291857593508	31	uniform	2	AFHI
ENSG00000168172.4	HOOK3	0.0259667268541851	27	distance	3	AFHI
ENSG00000140391.10	TSPAN3	0.0259668276745486	31	distance	1	AFHI
ENSG00000120262.8	CCDC170	0.0260060798249655	31	uniform	1	AFHI
ENSG00000221995.4	TIAF1	0.026010756573839	25	uniform	1	AFHI
ENSG00000121797.9	ACKR5	0.026016466252927	19	distance	1	AFHI
ENSG00000136930.8	PSMB7	0.0260580849164852	31	distance	1	AFHI
ENSG00000116857.11	TMEM9	0.0260716704448136	31	distance	1	AFHI
ENSG00000130024.10	PHF10	0.0260904445361908	25	uniform	2	AFHI
ENSG00000134061.4	CD180	0.0261040223188242	31	distance	2	AFHI
ENSG00000153066.8	TXNDC11	0.0261662476517453	31	uniform	3	AFHI
ENSG00000163840.5	DTX3L	0.0261698061923954	31	uniform	3	AFHI
ENSG00000037757.9	MRI1	0.026189165633449	25	uniform	1	AFHI
ENSG00000079459.8	FDFT1	0.0262223880983743	25	uniform	2	AFHI
ENSG00000111271.10	ACAD10	0.0262418266319032	27	uniform	2	AFHI
ENSG00000156958.10	GALK2	0.0263055845565665	31	distance	1	AFHI
ENSG00000166046.6	TCP11L2	0.0263302549145055	19	distance	1	AFHI
ENSG00000172594.8	SMPDL3A	0.0263583391758633	29	uniform	3	AFHI
ENSG00000152484.9	USP12	0.0263645911148139	27	distance	1	AFHI
ENSG00000108439.5	PNPO	0.0263958404628206	31	distance	3	AFHI
ENSG00000163539.11	CLASP2	0.0264140663886626	31	uniform	3	AFHI
ENSG00000011376.5	LARS2	0.0264480769501766	29	distance	2	AFHI
ENSG00000165879.7	FRAT1	0.0264562915221349	29	distance	1	AFHI
ENSG00000083444.12	PLOD1	0.0265086585741077	31	uniform	3	AFHI
ENSG00000154845.11	PPP4R1	0.0265175292758769	31	uniform	1	AFHI
ENSG00000101337.11	TM9SF4	0.0265396690409816	31	distance	3	AFHI
ENSG00000243646.4	IL10RB	0.0266064250034472	21	distance	1	AFHI
ENSG00000159176.9	CSRP1	0.0266157817343286	19	uniform	2	AFHI
ENSG00000165092.8	ALDH1A1	0.0266399325424	27	distance	1	AFHI
ENSG00000069966.14	GNB5	0.0266684251363464	31	distance	3	AFHI
ENSG00000138760.4	SCARB2	0.0266799856070402	23	uniform	3	AFHI
ENSG00000110011.9	DNAJC4	0.0267160998273439	27	distance	2	AFHI
ENSG00000205593.6	DENND6B	0.0267246797823796	31	distance	3	AFHI
ENSG00000108349.10	CASC3	0.0267274115873995	29	distance	2	AFHI
ENSG00000169180.7	XPO6	0.0267318780586928	29	distance	2	AFHI
ENSG00000197852.8	FAM212B	0.0267837970802678	29	distance	2	AFHI
ENSG00000196850.4	PPTC7	0.0268072312663054	31	uniform	1	AFHI
ENSG00000096968.8	JAK2	0.0268356240592132	29	uniform	1	AFHI
ENSG00000047621.7	C12orf4	0.0268378713120821	21	distance	1	AFHI
ENSG00000161981.6	SNRNP25	0.0268391821059304	31	distance	3	AFHI
ENSG00000111247.10	RAD51AP1	0.0268417867020855	31	distance	3	AFHI
ENSG00000014641.13	MDH1	0.0268475619117539	31	uniform	1	AFHI
ENSG00000166523.3	CLEC4E	0.0268573621640265	31	distance	3	AFHI
ENSG00000139974.11	SLC38A6	0.0269202923336756	25	distance	1	AFHI
ENSG00000173992.4	CCS	0.026957432588475	25	distance	3	AFHI
ENSG00000139793.14	MBNL2	0.0270144713330231	27	distance	2	AFHI
ENSG00000196743.4	GM2A	0.0270690030969357	25	distance	2	AFHI
ENSG00000121897.9	LIAS	0.027070853387624	25	distance	3	AFHI
ENSG00000018510.8	AGPS	0.0270955441106933	29	uniform	3	AFHI
ENSG00000166912.12	MTMR10	0.0270963120747235	29	uniform	3	AFHI
ENSG00000130559.14	CAMSAP1	0.0271015029140339	31	distance	1	AFHI
ENSG00000167851.9	CD300A	0.0271204534018977	23	distance	2	AFHI
ENSG00000111801.11	BTN3A3	0.0272108853284991	31	distance	1	AFHI
ENSG00000181029.7	TRAPPC5	0.0272164928444913	29	uniform	1	AFHI
ENSG00000138138.9	ATAD1	0.0272295846608242	29	distance	1	AFHI
ENSG00000126246.5	IGFLR1	0.0272357664008539	31	uniform	1	AFHI
ENSG00000117153.11	KLHL12	0.0272630847113454	31	distance	3	AFHI
ENSG00000102805.9	CLN5	0.0273060911131144	19	distance	2	AFHI
ENSG00000164120.9	HPGD	0.0273379268963749	21	distance	3	AFHI
ENSG00000187266.9	EPOR	0.0273380558205719	25	distance	3	AFHI
ENSG00000177352.9	CCDC71	0.0273546463849213	31	uniform	2	AFHI
ENSG00000104205.8	SGK3	0.0273695028087926	29	uniform	1	AFHI
ENSG00000177556.7	ATOX1	0.027374679579734	29	uniform	2	AFHI
ENSG00000157954.10	WIPI2	0.0273927543165786	17	distance	2	AFHI
ENSG00000035687.9	ADSS	0.0274410000167455	31	distance	3	AFHI
ENSG00000169490.12	TM2D2	0.0274545463409062	23	distance	2	AFHI
ENSG00000091490.6	SEL1L3	0.0274842029498258	23	distance	3	AFHI
ENSG00000153317.10	ASAP1	0.0275034564798295	31	distance	2	AFHI
ENSG00000162607.8	USP1	0.0275083235611934	31	distance	1	AFHI
ENSG00000153015.11	CWC27	0.0275102383959195	27	uniform	3	AFHI
ENSG00000136144.7	RCBTB1	0.0275235405599794	27	uniform	3	AFHI
ENSG00000144746.6	ARL6IP5	0.0275513175742865	31	uniform	3	AFHI
ENSG00000115165.5	CYTIP	0.0275932950131026	31	uniform	1	AFHI
ENSG00000122729.13	ACO1	0.0276105614549798	31	distance	1	AFHI
ENSG00000157637.8	SLC38A10	0.0276851330128046	27	distance	2	AFHI
ENSG00000165684.3	SNAPC4	0.0277418152753551	31	distance	3	AFHI
ENSG00000159873.5	CCDC117	0.0277642357189658	17	uniform	3	AFHI
ENSG00000165490.8	C11orf82	0.027774080755227	31	distance	3	AFHI
ENSG00000141401.7	IMPA2	0.0277817236428211	31	uniform	1	AFHI
ENSG00000137700.12	SLC37A4	0.0278247957948989	17	distance	3	AFHI
ENSG00000179051.9	RCC2	0.0278330635306321	29	distance	3	AFHI
ENSG00000186532.7	SMYD4	0.0278436463282196	29	distance	1	AFHI
ENSG00000163602.8	RYBP	0.0278473923152769	21	distance	2	AFHI
ENSG00000125877.7	ITPA	0.0278506064069118	17	uniform	2	AFHI
ENSG00000125257.9	ABCC4	0.0278647426181183	19	distance	2	AFHI
ENSG00000168904.10	LRRC28	0.0278849211041142	31	distance	1	AFHI
ENSG00000119977.15	TCTN3	0.0279363937970896	21	distance	1	AFHI
ENSG00000110768.7	GTF2H1	0.0279679328938727	31	uniform	3	AFHI
ENSG00000147679.7	UTP23	0.0280303730558765	25	distance	3	AFHI
ENSG00000119965.8	C10orf88	0.0280605467356944	21	distance	1	AFHI
ENSG00000015475.14	BID	0.028085588118701	31	distance	2	AFHI
ENSG00000143622.5	RIT1	0.0280866572917433	21	uniform	1	AFHI
ENSG00000138061.7	CYP1B1	0.0281191609290686	31	distance	2	AFHI
ENSG00000078070.7	MCCC1	0.0281724158154183	29	uniform	2	AFHI
ENSG00000169567.7	HINT1	0.0282283934992814	27	distance	1	AFHI
ENSG00000117139.12	KDM5B	0.0282399317189308	19	distance	2	AFHI
ENSG00000134571.6	MYBPC3	0.0282560691571696	31	uniform	1	AFHI
ENSG00000185896.9	LAMP1	0.0282783712651445	31	uniform	2	AFHI
ENSG00000187626.7	ZKSCAN4	0.0283016237817703	31	uniform	3	AFHI
ENSG00000172349.12	IL16	0.0283408704316962	15	distance	1	AFHI
ENSG00000176087.10	SLC35A4	0.0283899246404876	25	uniform	1	AFHI
ENSG00000134717.13	BTF3L4	0.0284182868351838	21	uniform	3	AFHI
ENSG00000138134.7	STAMBPL1	0.0284220371844302	31	distance	2	AFHI
ENSG00000138640.10	FAM13A	0.0284262503346371	31	uniform	1	AFHI
ENSG00000188549.8	C15orf52	0.0284393732591022	31	distance	1	AFHI
ENSG00000132199.13	ENOSF1	0.0284448647351147	31	uniform	1	AFHI
ENSG00000167863.7	ATP5H	0.0285272424595887	31	uniform	2	AFHI
ENSG00000118961.10	C2orf43	0.0285610774689633	27	uniform	2	AFHI
ENSG00000109743.6	BST1	0.0285786620117752	31	uniform	2	AFHI
ENSG00000115084.8	SLC35F5	0.028584987850268	19	uniform	1	AFHI
ENSG00000164010.9	ERMAP	0.0286105036464491	31	distance	2	AFHI
ENSG00000160094.10	ZNF362	0.0286129330380127	31	uniform	1	AFHI
ENSG00000050748.12	MAPK9	0.028624802643113	29	distance	1	AFHI
ENSG00000169385.2	RNASE2	0.0286776871301707	31	distance	3	AFHI
ENSG00000060982.10	BCAT1	0.0287090580418219	23	distance	3	AFHI
ENSG00000167202.7	TBC1D2B	0.0287439687523462	29	uniform	1	AFHI
ENSG00000164265.4	SCGB3A2	0.0287821922036042	31	distance	3	AFHI
ENSG00000135052.12	GOLM1	0.0287960860776073	27	distance	1	AFHI
ENSG00000179583.13	CIITA	0.0288123641475609	23	distance	3	AFHI
ENSG00000135677.6	GNS	0.028813225588493	29	uniform	3	AFHI
ENSG00000102547.14	CAB39L	0.0288249679637658	29	distance	1	AFHI
ENSG00000129353.10	SLC44A2	0.0288304535258897	23	uniform	1	AFHI
ENSG00000143507.13	DUSP10	0.0288522952750045	31	distance	3	AFHI
ENSG00000142166.8	IFNAR1	0.02886140853728	21	distance	1	AFHI
ENSG00000197548.8	ATG7	0.02890334877009	29	distance	3	AFHI
ENSG00000258818.2	RNASE4	0.0289398230493603	31	distance	3	AFHI
ENSG00000198522.8	GPN1	0.0289698342493298	31	distance	3	AFHI
ENSG00000141542.6	RAB40B	0.0289712418461423	31	uniform	2	AFHI
ENSG00000170921.10	TANC2	0.0290803596928353	27	distance	3	AFHI
ENSG00000175634.10	RPS6KB2	0.0291038660099519	29	distance	3	AFHI
ENSG00000166233.8	ARIH1	0.0291066010481027	25	distance	3	AFHI
ENSG00000115956.9	PLEK	0.0291730222651772	17	distance	1	AFHI
ENSG00000154447.10	SH3RF1	0.0291809532406989	27	distance	1	AFHI
