Gene_ID	Gene_Name	Cross-validated R2	RF Trees	Population
ENSG00000081320.6	STK17B	-0.0233646292030319	500	ALL
ENSG00000127452.4	FBXL12	-0.0233642569760164	400	ALL
ENSG00000130584.6	ZBTB46	-0.0233630761876063	500	ALL
ENSG00000143947.8	RPS27A	-0.0233609398991397	500	ALL
ENSG00000119138.3	KLF9	-0.023358267504659	500	ALL
ENSG00000104343.15	UBE2W	-0.0233523662109586	350	ALL
ENSG00000172410.4	INSL5	-0.0233340677781502	450	ALL
ENSG00000145919.6	BOD1	-0.023328447560177	350	ALL
ENSG00000132825.5	PPP1R3D	-0.023327474102375	500	ALL
ENSG00000180573.8	HIST1H2AC	-0.023303255831208	350	ALL
ENSG00000095321.12	CRAT	-0.0233030398103317	250	ALL
ENSG00000164032.7	H2AFZ	-0.0232919973193964	500	ALL
ENSG00000187514.10	PTMA	-0.0232843935527001	400	ALL
ENSG00000198624.8	CCDC69	-0.0232813354938677	300	ALL
ENSG00000111229.11	ARPC3	-0.0232745193428998	450	ALL
ENSG00000179085.7	DPM3	-0.0232270984810743	500	ALL
ENSG00000198856.8	OSTC	-0.0232221600807206	500	ALL
ENSG00000130544.7	ZNF557	-0.0232183171072334	500	ALL
ENSG00000240857.1	RDH14	-0.0232118692357295	450	ALL
ENSG00000151779.8	NBAS	-0.0232112635320296	300	ALL
ENSG00000143878.8	RHOB	-0.0232105287374563	350	ALL
ENSG00000186298.7	PPP1CC	-0.0232066566925833	500	ALL
ENSG00000184557.3	SOCS3	-0.0232059391341294	250	ALL
ENSG00000144161.7	ZC3H8	-0.023186733799813	500	ALL
ENSG00000165494.6	PCF11	-0.0231743757980145	500	ALL
ENSG00000101126.11	ADNP	-0.0231543291491773	500	ALL
ENSG00000116521.6	SCAMP3	-0.0231431039533346	500	ALL
ENSG00000121297.6	TSHZ3	-0.0231258260492136	500	ALL
ENSG00000143641.8	GALNT2	-0.0231172476267988	500	ALL
ENSG00000136950.9	ARPC5L	-0.0231047746715315	200	ALL
ENSG00000165283.11	STOML2	-0.0230945693061285	500	ALL
ENSG00000183340.5	JRKL	-0.0230901304309903	500	ALL
ENSG00000151923.13	TIAL1	-0.0230867180095377	450	ALL
ENSG00000182168.10	UNC5C	-0.0230737043697827	400	ALL
ENSG00000007520.3	TSR3	-0.0230724355668661	500	ALL
ENSG00000000457.8	SCYL3	-0.0230601386988587	500	ALL
ENSG00000164902.9	PHAX	-0.0230456622571865	200	ALL
ENSG00000011600.7	TYROBP	-0.0230447848979745	400	ALL
ENSG00000122490.14	PQLC1	-0.0230442224232232	200	ALL
ENSG00000041357.11	PSMA4	-0.0230395654800827	400	ALL
ENSG00000100911.9	PSME2	-0.0230114036365475	100	ALL
ENSG00000108406.5	DHX40	-0.0230037894857795	500	ALL
ENSG00000111266.4	DUSP16	-0.0229832353145111	350	ALL
ENSG00000172197.9	MBOAT1	-0.0229825364880091	400	ALL
ENSG00000198855.2	FICD	-0.0229706736064754	450	ALL
ENSG00000137776.12	SLTM	-0.0229632694318607	500	ALL
ENSG00000185359.8	HGS	-0.0229604387715604	150	ALL
ENSG00000124574.10	ABCC10	-0.0229574427605252	300	ALL
ENSG00000165457.9	FOLR2	-0.0229347102170882	250	ALL
ENSG00000153207.10	AHCTF1	-0.0229305316972098	150	ALL
ENSG00000122728.6	TAF1L	-0.0229303258704385	450	ALL
ENSG00000168924.10	LETM1	-0.0229225623244508	500	ALL
ENSG00000020129.11	NCDN	-0.022915278851761	500	ALL
ENSG00000175854.6	SWI5	-0.0229131678270354	300	ALL
ENSG00000008517.12	IL32	-0.0229128914027425	450	ALL
ENSG00000198858.5	R3HDM4	-0.0229049501687169	450	ALL
ENSG00000128463.8	EMC4	-0.0228964211783789	450	ALL
ENSG00000101084.12	C20orf24	-0.0228904918568734	400	ALL
ENSG00000151422.8	FER	-0.022889826769405	350	ALL
ENSG00000177143.3	CETN1	-0.0228769573182297	400	ALL
ENSG00000122257.14	RBBP6	-0.0228671971026757	350	ALL
ENSG00000173418.7	NAA20	-0.0228535293304902	350	ALL
ENSG00000172239.9	PAIP1	-0.0228497643278618	400	ALL
ENSG00000100410.3	PHF5A	-0.0228467034055968	500	ALL
ENSG00000125538.7	IL1B	-0.0228319580784473	500	ALL
ENSG00000189079.11	ARID2	-0.0228026067208152	500	ALL
ENSG00000151948.7	GLT1D1	-0.0228007394736538	500	ALL
ENSG00000185813.6	PCYT2	-0.0227819138593514	300	ALL
ENSG00000162928.7	PEX13	-0.0227738517709106	500	ALL
ENSG00000133812.10	SBF2	-0.0227704341255304	500	ALL
ENSG00000103343.8	ZNF174	-0.0227687094108936	400	ALL
ENSG00000053254.11	FOXN3	-0.0227672225594087	450	ALL
ENSG00000171720.4	HDAC3	-0.0227563303790547	500	ALL
ENSG00000149761.4	NUDT22	-0.0227413644417515	400	ALL
ENSG00000255561.2	FDXACB1	-0.022726788175715	500	ALL
ENSG00000198791.7	CNOT7	-0.0227192003211462	500	ALL
ENSG00000115514.7	TXNDC9	-0.022719069244948	500	ALL
ENSG00000134326.7	CMPK2	-0.0227094414130309	400	ALL
ENSG00000115339.9	GALNT3	-0.022698538434529	250	ALL
ENSG00000179709.4	NLRP8	-0.0226941662109707	500	ALL
ENSG00000064012.17	CASP8	-0.0226916175103505	450	ALL
ENSG00000144659.6	SLC25A38	-0.0226913613678893	450	ALL
ENSG00000087299.7	L2HGDH	-0.0226738110661679	500	ALL
ENSG00000087301.4	TXNDC16	-0.0226635298092122	500	ALL
ENSG00000167508.6	MVD	-0.0226570840323363	400	ALL
ENSG00000168887.6	C2orf68	-0.0226414434541569	500	ALL
ENSG00000129255.10	MPDU1	-0.0226391780564394	500	ALL
ENSG00000116852.9	KIF21B	-0.0226343007645483	500	ALL
ENSG00000198538.6	ZNF28	-0.0226339465799573	150	ALL
ENSG00000134802.13	SLC43A3	-0.022631906936894	500	ALL
ENSG00000131378.9	RFTN1	-0.0226157486171814	450	ALL
ENSG00000163463.6	KRTCAP2	-0.0225880945998896	250	ALL
ENSG00000197785.9	ATAD3A	-0.0225279241296327	400	ALL
ENSG00000077984.4	CST7	-0.0225273779827953	500	ALL
ENSG00000109670.9	FBXW7	-0.0225187285287536	400	ALL
ENSG00000171497.4	PPID	-0.0225163723571318	500	ALL
ENSG00000174943.5	KCTD13	-0.0224908267131321	500	ALL
ENSG00000102531.12	FNDC3A	-0.0224821751318148	250	ALL
ENSG00000185163.5	DDX51	-0.0224766840714655	250	ALL
ENSG00000124702.13	KLHDC3	-0.0224700488468981	500	ALL
ENSG00000135090.9	TAOK3	-0.022463796959835	300	ALL
ENSG00000156471.8	PTDSS1	-0.0224260330777981	500	ALL
ENSG00000110048.7	OSBP	-0.0224237797551053	200	ALL
ENSG00000127418.10	FGFRL1	-0.0223909076838946	100	ALL
ENSG00000010295.15	IFFO1	-0.0223838455317947	300	ALL
ENSG00000102858.8	MGRN1	-0.0223736558022021	500	ALL
ENSG00000181929.7	PRKAG1	-0.0223731823810379	500	ALL
ENSG00000172733.10	PURG	-0.0223725755858412	450	ALL
ENSG00000186272.8	ZNF17	-0.0223684259095696	500	ALL
ENSG00000065989.11	PDE4A	-0.0223580767586169	300	ALL
ENSG00000151366.8	NDUFC2	-0.0223544083258572	350	ALL
ENSG00000033327.8	GAB2	-0.0223443824272018	500	ALL
ENSG00000120458.5	MSANTD2	-0.0223266504362762	500	ALL
ENSG00000186407.4	CD300E	-0.0223202590141201	450	ALL
ENSG00000109956.8	B3GAT1	-0.0223178330710827	250	ALL
ENSG00000178409.9	BEND3	-0.0223100390021618	150	ALL
ENSG00000161914.5	ZNF653	-0.0223096193941098	350	ALL
ENSG00000100359.16	SGSM3	-0.022281168391411	250	ALL
ENSG00000267059.1	UQCR11	-0.0222647645732248	50	ALL
ENSG00000115935.12	WIPF1	-0.0222590595959394	400	ALL
ENSG00000177889.5	UBE2N	-0.0222582410197149	350	ALL
ENSG00000175203.11	DCTN2	-0.0222573419364558	400	ALL
ENSG00000111676.10	ATN1	-0.0222447541882198	350	ALL
ENSG00000104218.9	CSPP1	-0.0222398074381912	450	ALL
ENSG00000143199.13	ADCY10	-0.0222388804941386	350	ALL
ENSG00000141380.9	SS18	-0.0222370884692941	500	ALL
ENSG00000103168.12	TAF1C	-0.0222355776823486	400	ALL
ENSG00000105671.7	DDX49	-0.0222239927635994	500	ALL
ENSG00000106144.15	CASP2	-0.0222235755179866	500	ALL
ENSG00000156253.2	RWDD2B	-0.0222214677297024	300	ALL
ENSG00000188827.6	SLX4	-0.022215318372513	500	ALL
ENSG00000157796.13	WDR19	-0.0221842931680026	300	ALL
ENSG00000162972.6	C2orf47	-0.0221797246431427	350	ALL
ENSG00000138802.7	SEC24B	-0.0221757594439343	400	ALL
ENSG00000111716.8	LDHB	-0.0221701267302303	450	ALL
ENSG00000158850.10	B4GALT3	-0.0221699862465114	150	ALL
ENSG00000135624.11	CCT7	-0.0221636498761044	450	ALL
ENSG00000188334.3	BSPH1	-0.0221602556005053	500	ALL
ENSG00000137547.4	MRPL15	-0.0221488245459345	500	ALL
ENSG00000055147.13	FAM114A2	-0.022136586005996	500	ALL
ENSG00000183020.9	AP2A2	-0.0221302811726208	400	ALL
ENSG00000106462.6	EZH2	-0.0221210769485702	100	ALL
ENSG00000097007.13	ABL1	-0.0221176721802541	500	ALL
ENSG00000137414.5	FAM8A1	-0.0221149837936216	400	ALL
ENSG00000170454.5	KRT75	-0.0220939403655109	450	ALL
ENSG00000085382.7	HACE1	-0.022089013815248	400	ALL
ENSG00000129515.14	SNX6	-0.0220789345042957	150	ALL
ENSG00000159216.13	RUNX1	-0.0220757411795603	500	ALL
ENSG00000164674.11	SYTL3	-0.0220639709805638	350	ALL
ENSG00000163376.7	KBTBD8	-0.0220616416284705	500	ALL
ENSG00000137558.3	PI15	-0.022058353136554	150	ALL
ENSG00000113494.12	PRLR	-0.0220468176270783	150	ALL
ENSG00000120254.11	MTHFD1L	-0.0220201278746577	500	ALL
ENSG00000086666.14	ZFAND6	-0.0219953777483348	500	ALL
ENSG00000110696.5	C11orf58	-0.0219889193165611	500	ALL
ENSG00000109066.9	TMEM104	-0.0219888636600695	450	ALL
ENSG00000118873.10	RAB3GAP2	-0.0219493578569585	500	ALL
ENSG00000139641.8	ESYT1	-0.0219316410718	450	ALL
ENSG00000189319.9	FAM53B	-0.021921436528721	500	ALL
ENSG00000143443.9	C1orf56	-0.0219198082563964	200	ALL
ENSG00000144713.8	RPL32	-0.0219073887382902	200	ALL
ENSG00000165861.9	ZFYVE1	-0.0219038878283894	500	ALL
ENSG00000167257.6	RNF214	-0.0219033101176342	250	ALL
ENSG00000023171.10	GRAMD1B	-0.0219017831157025	200	ALL
ENSG00000103381.7	CPPED1	-0.0219009009465339	450	ALL
ENSG00000170385.9	SLC30A1	-0.0218950180050964	200	ALL
ENSG00000167721.5	TSR1	-0.0218949287229204	300	ALL
ENSG00000102804.10	TSC22D1	-0.0218688627441703	500	ALL
ENSG00000079215.9	SLC1A3	-0.0218518060861721	500	ALL
ENSG00000112312.5	GMNN	-0.0218469720466953	300	ALL
ENSG00000052723.7	SIKE1	-0.0218355267097348	500	ALL
ENSG00000198513.7	ATL1	-0.0218269754201093	500	ALL
ENSG00000113649.7	TCERG1	-0.0218180372127178	350	ALL
ENSG00000164924.13	YWHAZ	-0.0218071688906458	150	ALL
ENSG00000100916.9	BRMS1L	-0.0218056341110131	350	ALL
ENSG00000142875.15	PRKACB	-0.0217993217811651	200	ALL
ENSG00000213741.4	RPS29	-0.0217849764610089	250	ALL
ENSG00000179958.4	DCTPP1	-0.0217755387018099	300	ALL
ENSG00000125656.4	CLPP	-0.0217507114957352	250	ALL
ENSG00000090989.13	EXOC1	-0.0217506324340834	400	ALL
ENSG00000171067.6	C11orf24	-0.021744404398868	450	ALL
ENSG00000151413.12	NUBPL	-0.0217290620371178	250	ALL
ENSG00000106397.7	PLOD3	-0.0217194700891627	400	ALL
ENSG00000128016.4	ZFP36	-0.0217193695072602	400	ALL
ENSG00000177688.5	SUMO4	-0.0217179751307094	500	ALL
ENSG00000101391.15	CDK5RAP1	-0.0217150957487881	200	ALL
ENSG00000160703.10	NLRX1	-0.021697453454422	450	ALL
ENSG00000179922.5	ZNF784	-0.0216939632421634	200	ALL
ENSG00000142544.6	CTU1	-0.0216689094649873	500	ALL
ENSG00000058799.9	YIPF1	-0.0216641327326925	350	ALL
ENSG00000172057.5	ORMDL3	-0.0216525012058646	500	ALL
ENSG00000162191.9	UBXN1	-0.0216478147555512	200	ALL
ENSG00000067208.10	EVI5	-0.0216409166682598	50	ALL
ENSG00000162664.11	ZNF326	-0.0216395803260855	500	ALL
ENSG00000112576.8	CCND3	-0.0216351547275065	500	ALL
ENSG00000165501.12	LRR1	-0.0216293291657675	300	ALL
ENSG00000126934.9	MAP2K2	-0.0216275192698036	500	ALL
ENSG00000140983.8	RHOT2	-0.021621020480772	400	ALL
ENSG00000136444.5	RSAD1	-0.0216124442519888	300	ALL
ENSG00000213928.4	IRF9	-0.021610240078707	150	ALL
ENSG00000131591.13	C1orf159	-0.0215964820469572	50	ALL
ENSG00000124256.10	ZBP1	-0.0215917611990788	500	ALL
ENSG00000118007.8	STAG1	-0.0215808310434403	250	ALL
ENSG00000237190.3	CDKN2AIPNL	-0.0215803850410514	500	ALL
ENSG00000141027.16	NCOR1	-0.0215577754893673	400	ALL
ENSG00000100601.5	ALKBH1	-0.0215513956224322	200	ALL
ENSG00000008256.11	CYTH3	-0.0215423007242828	350	ALL
ENSG00000160271.10	RALGDS	-0.0215329277104222	200	ALL
ENSG00000102900.8	NUP93	-0.021532312497371	300	ALL
ENSG00000125485.13	DDX31	-0.021528027341532	350	ALL
ENSG00000158615.8	PPP1R15B	-0.0215271993615293	150	ALL
ENSG00000165118.10	C9orf64	-0.0215236305027144	250	ALL
ENSG00000169241.13	SLC50A1	-0.0215108378772858	300	ALL
ENSG00000148343.14	FAM73B	-0.0215056093679929	500	ALL
ENSG00000110955.4	ATP5B	-0.0215043082272595	450	ALL
ENSG00000067141.12	NEO1	-0.0214910185744503	500	ALL
ENSG00000105220.10	GPI	-0.0214844763540683	200	ALL
ENSG00000120709.6	FAM53C	-0.02147588355605	400	ALL
ENSG00000135913.6	USP37	-0.0214752625046501	450	ALL
ENSG00000174917.4	C19orf70	-0.0214548147328933	500	ALL
ENSG00000061936.5	SFSWAP	-0.0214452548076987	500	ALL
ENSG00000121022.9	COPS5	-0.0214418675632233	250	ALL
ENSG00000171812.6	COL8A2	-0.0214388710901027	400	ALL
ENSG00000143545.4	RAB13	-0.0214262892927667	450	ALL
ENSG00000120699.8	EXOSC8	-0.0214162950353361	300	ALL
ENSG00000171587.10	DSCAM	-0.0214090909783538	500	ALL
ENSG00000168591.11	TMUB2	-0.0214044233441219	400	ALL
ENSG00000182552.10	RWDD4	-0.021397600793074	300	ALL
ENSG00000008130.11	NADK	-0.0213950676213626	350	ALL
ENSG00000142409.4	ZNF787	-0.0213933949892853	500	ALL
ENSG00000108256.4	NUFIP2	-0.0213800330631658	400	ALL
ENSG00000166848.4	TERF2IP	-0.0213554403392778	500	ALL
ENSG00000198901.9	PRC1	-0.0213541290373668	500	ALL
ENSG00000113282.9	CLINT1	-0.0213484441520705	500	ALL
ENSG00000130287.8	NCAN	-0.0213452798266243	100	ALL
ENSG00000233927.4	RPS28	-0.0213418637184444	300	ALL
ENSG00000176783.10	RUFY1	-0.0213367310817642	450	ALL
ENSG00000130733.6	YIPF2	-0.0213356067529047	450	ALL
ENSG00000132376.15	INPP5K	-0.0213315132666937	200	ALL
ENSG00000182973.14	CNOT10	-0.0213112294079711	450	ALL
ENSG00000182545.6	RNASE10	-0.0213042142050798	500	ALL
ENSG00000105967.11	TFEC	-0.0213032821216788	150	ALL
ENSG00000141642.4	ELAC1	-0.0212963514645856	500	ALL
ENSG00000174374.9	WBSCR16	-0.0212926758593206	450	ALL
ENSG00000118162.9	KPTN	-0.02128212916577	450	ALL
ENSG00000145191.7	EIF2B5	-0.0212811107463564	450	ALL
ENSG00000077348.4	EXOSC5	-0.0212709661838971	350	ALL
ENSG00000119414.7	PPP6C	-0.021267434264818	500	ALL
ENSG00000158792.11	SPATA2L	-0.0212577015951102	250	ALL
ENSG00000130816.10	DNMT1	-0.0212404237648431	200	ALL
ENSG00000138385.11	SSB	-0.0212138279575608	150	ALL
ENSG00000177030.12	DEAF1	-0.021205361090788	400	ALL
ENSG00000159111.8	MRPL10	-0.0212050273521412	500	ALL
ENSG00000148291.5	SURF2	-0.0212008407520799	150	ALL
ENSG00000164088.13	PPM1M	-0.0211992962521051	450	ALL
ENSG00000074219.9	TEAD2	-0.0211900723796733	500	ALL
ENSG00000167748.6	KLK1	-0.0211710866043742	500	ALL
ENSG00000151079.6	KCNA6	-0.0211625217234031	500	ALL
ENSG00000121774.12	KHDRBS1	-0.0211616810377943	450	ALL
ENSG00000154359.8	LONRF1	-0.0211513950722121	300	ALL
ENSG00000137731.9	FXYD2	-0.0211500141492369	450	ALL
ENSG00000187051.4	RPS19BP1	-0.0211431957391706	350	ALL
ENSG00000173145.7	NOC3L	-0.0211431028702177	350	ALL
ENSG00000169016.12	E2F6	-0.0211416444303277	500	ALL
ENSG00000162999.8	DUSP19	-0.0211363793105348	500	ALL
ENSG00000179943.6	FIZ1	-0.0211353162750931	200	ALL
ENSG00000160991.10	ORAI2	-0.0211351854196687	450	ALL
ENSG00000135299.12	ANKRD6	-0.021117799730852	150	ALL
ENSG00000102572.10	STK24	-0.021073400224806	400	ALL
ENSG00000152455.11	SUV39H2	-0.0210709210850208	500	ALL
ENSG00000078699.16	CBFA2T2	-0.0210653054133295	450	ALL
ENSG00000158473.6	CD1D	-0.0210621331647955	350	ALL
ENSG00000074855.6	ANO8	-0.0210568441913378	400	ALL
ENSG00000122025.10	FLT3	-0.0210504598663316	400	ALL
ENSG00000113312.6	TTC1	-0.0210482453475016	350	ALL
ENSG00000175602.2	CCDC85B	-0.0210461821193102	500	ALL
ENSG00000179399.9	GPC5	-0.0210456875703287	100	ALL
ENSG00000132640.10	BTBD3	-0.0210442552170022	400	ALL
ENSG00000108578.10	BLMH	-0.0210403757336384	500	ALL
ENSG00000165795.16	NDRG2	-0.021037161326265	400	ALL
ENSG00000130669.13	PAK4	-0.0210360503920278	450	ALL
ENSG00000167088.5	SNRPD1	-0.0210358837891524	500	ALL
ENSG00000068903.15	SIRT2	-0.0210330944401046	400	ALL
ENSG00000117569.13	PTBP2	-0.0210323192055191	500	ALL
ENSG00000136634.5	IL10	-0.0210245774259317	400	ALL
ENSG00000154305.12	MIA3	-0.0210245432767794	200	ALL
ENSG00000176401.5	EID2B	-0.0209897332303726	250	ALL
ENSG00000159217.5	IGF2BP1	-0.0209876739070537	400	ALL
ENSG00000197362.9	ZNF786	-0.0209866397655103	250	ALL
ENSG00000160051.7	IQCC	-0.0209852380168703	500	ALL
ENSG00000140368.8	PSTPIP1	-0.0209751173214965	350	ALL
ENSG00000161179.9	YDJC	-0.0209715262802171	300	ALL
ENSG00000167792.7	NDUFV1	-0.0209604020985318	500	ALL
ENSG00000104976.7	SNAPC2	-0.0209579970633833	400	ALL
ENSG00000168476.7	REEP4	-0.0209511923520353	500	ALL
ENSG00000179476.3	C14orf28	-0.0209504064085029	450	ALL
ENSG00000131475.2	VPS25	-0.0209457634940728	200	ALL
ENSG00000181631.6	P2RY13	-0.0209448952778639	350	ALL
ENSG00000074370.13	ATP2A3	-0.02094026299533	450	ALL
ENSG00000196678.9	ERI2	-0.0209386609578379	500	ALL
ENSG00000105171.5	POP4	-0.0209262582933419	500	ALL
ENSG00000079101.12	CLUL1	-0.0209109618787817	450	ALL
ENSG00000158480.6	SPATA2	-0.0209070074144639	450	ALL
ENSG00000114388.8	NPRL2	-0.0208930030867784	500	ALL
ENSG00000105821.10	DNAJC2	-0.0208843774433772	500	ALL
ENSG00000204899.5	MZT1	-0.0208763757918725	500	ALL
ENSG00000075292.14	ZNF638	-0.0208753377405885	500	ALL
ENSG00000169032.5	MAP2K1	-0.0208706072857098	400	ALL
ENSG00000047315.10	POLR2B	-0.0208666227168332	500	ALL
ENSG00000111642.10	CHD4	-0.0208652977642301	150	ALL
ENSG00000108515.13	ENO3	-0.020854768230692	350	ALL
ENSG00000144468.12	RHBDD1	-0.0208472484792115	450	ALL
ENSG00000171223.4	JUNB	-0.0208459070359086	500	ALL
ENSG00000089597.12	GANAB	-0.0208406932814382	300	ALL
ENSG00000186815.8	TPCN1	-0.0208356899838824	250	ALL
ENSG00000160190.8	SLC37A1	-0.0208355893717778	500	ALL
ENSG00000131165.10	CHMP1A	-0.0208302837662627	500	ALL
ENSG00000114062.13	UBE3A	-0.0208144668229038	500	ALL
ENSG00000181609.5	OR52D1	-0.0208085330910508	500	ALL
ENSG00000135932.6	CAB39	-0.0207906012377107	300	ALL
ENSG00000062822.8	POLD1	-0.0207824437325222	450	ALL
ENSG00000164506.10	STXBP5	-0.0207773832371599	450	ALL
ENSG00000149792.4	MRPL49	-0.020766839116324	450	ALL
ENSG00000181904.8	C5orf24	-0.0207661449204144	300	ALL
ENSG00000174516.10	PELI3	-0.0207577741121046	500	ALL
ENSG00000108691.5	CCL2	-0.0207416775771751	150	ALL
ENSG00000213029.2	SPHAR	-0.0207350881961269	300	ALL
ENSG00000166206.9	GABRB3	-0.0207150767676636	500	ALL
ENSG00000159625.10	CCDC135	-0.0207100259774011	250	ALL
ENSG00000213079.5	SCAF8	-0.0207063956603315	150	ALL
ENSG00000171135.10	JAGN1	-0.0207046358397126	500	ALL
ENSG00000135930.9	EIF4E2	-0.0207024672431475	500	ALL
ENSG00000135424.11	ITGA7	-0.0206969879098195	250	ALL
ENSG00000033030.9	ZCCHC8	-0.0206890420613961	350	ALL
ENSG00000139651.9	ZNF740	-0.0206875867168059	350	ALL
ENSG00000051128.14	HOMER3	-0.0206863731144132	400	ALL
ENSG00000154767.10	XPC	-0.0206840400793157	200	ALL
ENSG00000166801.11	FAM111A	-0.0206710205162862	500	ALL
ENSG00000187742.10	SECISBP2	-0.0206474244276481	450	ALL
ENSG00000123992.14	DNPEP	-0.020638444822562	200	ALL
ENSG00000185885.11	IFITM1	-0.0206288764463	500	ALL
ENSG00000119922.7	IFIT2	-0.0206260805701285	400	ALL
ENSG00000130724.4	CHMP2A	-0.020620733120498	400	ALL
ENSG00000136273.7	HUS1	-0.0206114033795834	250	ALL
ENSG00000183258.7	DDX41	-0.0206100694845007	450	ALL
ENSG00000113231.9	PDE8B	-0.020608764473826	450	ALL
ENSG00000068831.14	RASGRP2	-0.0205885486099331	500	ALL
ENSG00000165724.5	ZMYND19	-0.0205853359839033	400	ALL
ENSG00000165626.12	BEND7	-0.0205804611511857	100	ALL
ENSG00000176903.3	PNMA1	-0.0205790715831502	500	ALL
ENSG00000167978.12	SRRM2	-0.0205760938361926	250	ALL
ENSG00000064393.11	HIPK2	-0.020568568856872	500	ALL
ENSG00000213516.5	RBMXL1	-0.0205453930965183	500	ALL
ENSG00000181555.15	SETD2	-0.0205427653557003	50	ALL
ENSG00000186918.9	ZNF395	-0.0205405431175542	200	ALL
ENSG00000072849.6	DERL2	-0.0205374223068534	150	ALL
ENSG00000149294.12	NCAM1	-0.0205366672610129	350	ALL
ENSG00000153140.4	CETN3	-0.0205286827058742	400	ALL
ENSG00000182481.4	KPNA2	-0.0205186476380659	500	ALL
ENSG00000136826.10	KLF4	-0.0205061850774184	500	ALL
ENSG00000186197.8	EDARADD	-0.0205036691465246	300	ALL
ENSG00000116668.8	SWT1	-0.0205009332256169	500	ALL
ENSG00000099821.9	POLRMT	-0.0204912712602434	400	ALL
ENSG00000168237.13	GLYCTK	-0.0204870992692628	150	ALL
ENSG00000060642.6	PIGV	-0.0204798698832443	100	ALL
ENSG00000015676.12	NUDCD3	-0.0204728053813168	450	ALL
ENSG00000125841.7	NRSN2	-0.0204635546615101	500	ALL
ENSG00000182473.16	EXOC7	-0.0204268633750905	500	ALL
ENSG00000242114.1	MTFP1	-0.0204225933476392	450	ALL
ENSG00000068796.12	KIF2A	-0.0204090131445217	100	ALL
ENSG00000139324.7	TMTC3	-0.0204086621313607	450	ALL
ENSG00000185608.4	MRPL40	-0.020399211212078	400	ALL
ENSG00000116406.14	EDEM3	-0.0203939103852897	500	ALL
ENSG00000179833.3	SERTAD2	-0.0203794289662286	500	ALL
ENSG00000164074.9	C4orf29	-0.0203695880626866	300	ALL
ENSG00000077044.5	DGKD	-0.0203645433480341	400	ALL
ENSG00000155313.11	USP25	-0.0203614121819107	500	ALL
ENSG00000185127.5	C6orf120	-0.0203505163472662	500	ALL
ENSG00000094914.8	AAAS	-0.0203468497679578	500	ALL
ENSG00000116096.5	SPR	-0.0203456747392176	350	ALL
ENSG00000169696.11	ASPSCR1	-0.0203405081175821	500	ALL
ENSG00000084693.11	AGBL5	-0.020324268701655	300	ALL
ENSG00000177283.4	FZD8	-0.0203205897424666	400	ALL
ENSG00000115241.9	PPM1G	-0.020320381448861	250	ALL
ENSG00000154127.5	UBASH3B	-0.0203195030863295	500	ALL
ENSG00000092964.12	DPYSL2	-0.0202900691876977	500	ALL
ENSG00000131732.7	ZCCHC9	-0.0202890144033604	500	ALL
ENSG00000123106.6	CCDC91	-0.0202781746028126	500	ALL
ENSG00000140481.9	CCDC33	-0.0202715013092108	250	ALL
ENSG00000100811.6	YY1	-0.0202651389272881	300	ALL
ENSG00000147604.9	RPL7	-0.0202564697069338	500	ALL
ENSG00000181220.11	ZNF746	-0.0202281969403924	250	ALL
ENSG00000143303.7	RRNAD1	-0.020212733100458	450	ALL
ENSG00000128590.4	DNAJB9	-0.0202078489069204	200	ALL
ENSG00000141971.8	MVB12A	-0.0201997792514578	500	ALL
ENSG00000138032.16	PPM1B	-0.0201938110436941	400	ALL
ENSG00000168175.9	MAPK1IP1L	-0.0201933545461466	500	ALL
ENSG00000157778.4	PSMG3	-0.0201798287020363	500	ALL
ENSG00000128578.5	STRIP2	-0.0201697864117936	500	ALL
ENSG00000101265.11	RASSF2	-0.0201652826862015	400	ALL
ENSG00000122557.5	HERPUD2	-0.0201465161913218	500	ALL
ENSG00000122482.16	ZNF644	-0.0201463601319965	350	ALL
ENSG00000126524.5	SBDS	-0.0201370698971915	250	ALL
ENSG00000145741.11	BTF3	-0.0201334172554829	300	ALL
ENSG00000036565.10	SLC18A1	-0.0201333276872693	300	ALL
ENSG00000166747.8	AP1G1	-0.0201285550711611	350	ALL
ENSG00000052802.8	MSMO1	-0.0201086845906812	200	ALL
ENSG00000151461.15	UPF2	-0.0201075441748463	300	ALL
ENSG00000172115.4	CYCS	-0.0201004160712094	500	ALL
ENSG00000087995.11	METTL2A	-0.0200973604446127	500	ALL
ENSG00000164463.8	CREBRF	-0.0200829499699091	450	ALL
ENSG00000123415.10	SMUG1	-0.0200751918143391	250	ALL
ENSG00000175691.8	ZNF77	-0.0200713042376347	350	ALL
ENSG00000082153.13	BZW1	-0.0200577650615885	500	ALL
ENSG00000168056.10	LTBP3	-0.0200448076098052	250	ALL
ENSG00000196361.5	ELAVL3	-0.0200429223610782	250	ALL
ENSG00000166135.8	HIF1AN	-0.0200289643528297	350	ALL
ENSG00000134318.9	ROCK2	-0.020027399937977	300	ALL
ENSG00000078140.9	UBE2K	-0.0200269859405701	300	ALL
ENSG00000116809.7	ZBTB17	-0.0200176981639876	500	ALL
ENSG00000173065.9	FAM222B	-0.0200116329129812	350	ALL
ENSG00000125810.9	CD93	-0.0200055833628319	500	ALL
ENSG00000075711.16	DLG1	-0.0200000741785577	500	ALL
ENSG00000028839.5	TBPL1	-0.0199993750590465	200	ALL
ENSG00000163399.11	ATP1A1	-0.0199831157834783	500	ALL
